key,en_value,usage_count,de_value,fr_value,nl_value
recoveryRequests.select.messages.RECEIVED_IE145,Received enquiry information request,0,Anfrage nach Informationen erhalten,Demande d'informations reçue,Informatieverzoek ontvangen
recoveryRequests.select.messages.RECOVERY_ACCEPTANCE_NOTIFICATION_RECEIVED,Recovery acceptance notification received,0,Benachrichtigung über Annahme der Rückforderung erhalten,Notification d'acceptation de recouvrement reçue,Kennisgeving acceptatie herstel ontvangen
recoveryRequests.select.messages.RECOVERY_ACCEPTANCE_NOTIFICATION_SENT,Recovery acceptance notification sent,0,Benachrichtigung über die Annahme der Wiederherstellung gesendet,Notification d'acceptation de récupération envoyée,Herstel acceptatiemelding verzonden
recoveryRequests.select.messages.RECOVERY_REQUESTS_RECEIVED,Recovery requests received,0,Rückforderungsanträge erhalten,Demandes de recouvrement reçues,Herstelverzoeken ontvangen
recoveryRequests.select.messages.RECOVERY_REQUESTS_SENT,Recovery requests sent,0,Rückforderungsanträge gesendet,Demandes de recouvrement envoyées,Herstelverzoeken verzonden
recoveryRequests.select.messages.SENT_IE144,Send enquiry information,0,Anfrageinformationen gesendet,Envoyer des informations de demande,Aanvraaginformatie verzonden
recoveryRequests.select.messages.SENT_IE145,Send enquiry information request,0,Anfrage nach Informationen gesendet,Envoyer une demande d'informations,Informatieverzoek verzonden
recoveryRequests.select.recoveryStatus.ALL,All,0,Alle,Tous,Alles
recoveryRequests.select.recoveryStatus.MOVEMENT_UNDER_RESOLUTION,Movement under resolution,0,Bewegung unter Auflösung,Mouvement sous résolution,Beweging onder oplossing
recoveryRequests.select.recoveryStatus.RECOVERY_COMPLETED,Recovery completed,0,Wiederherstellung abgeschlossen,Récupération terminée,Herstel voltooid
recoveryRequests.select.recoveryStatus.RECOVERY_RECOMMENDED,Recovery Recommended,0,Wiederherstellung empfohlen,Récupération recommandée,Herstel aanbevolen
recoveryRequests.select.recoveryStatus.RECOVERY_REQUESTED,Recovery requested,0,Wiederherstellung angefordert,Récupération demandée,Herstel aangevraagd
recoveryRequests.select.recoveryStatus.RECOVERY_REQUEST_REJECTED,Recovery request rejected,0,Wiederherstellungsanfrage abgelehnt,Demande de récupération rejetée,Herstelverzoek afgewezen
recoveryRequests.select.recoveryStatus.UNDER_RECOVERY_PROCEDURE,Under recovery procedure,0,Wiederherstellung läuft,Procédure de récupération en cours,Onder herstelprocedure
registerControlResultDialog.activeBorderTransportMeans,Active border transport means,0,Active border transport means,Active border transport means,Active border transport means
registerControlResultDialog.addHouseConsignment,Add house consignment,1,Add house consignment,Add house consignment,Add house consignment
registerControlResultDialog.additionalReference,Additional reference,3,Additional reference,Additional reference,Additional reference
registerControlResultDialog.combinedNomenclatureCode,Combined nomenclature code,1,Combined nomenclature code,Combined nomenclature code,Combined nomenclature code
registerControlResultDialog.complementOfInformation,Complement of information,1,Complement of information,Complement of information,Complement of information
registerControlResultDialog.completeControl,Complete control,1,Complete control,Complete control,Complete control
registerControlResultDialog.consignment,Consignment,0,Consignment,Consignment,Consignment
registerControlResultDialog.consignmentItem,Consignment item,0,Consignment item,Consignment item,Consignment item
registerControlResultDialog.containerIdentificationNumber,Container identification number,1,Container identification number,Container identification number,Container identification number
registerControlResultDialog.containerIndicator,Container indicator,0,Container indicator,Container indicator,Container indicator
registerControlResultDialog.controlActionTypes,Holder of the transit procedure decision on proposed revisions,1,Inhaber der Entscheidung über das Versandverfahren zu den vorgeschlagenen Änderungen,Titulaire de la décision de procédure de transit sur les révisions proposées,Houder van de transitbeslissing over voorgestelde herzieningen
registerControlResultDialog.controlDate,Control date,1,Control date,Control date,Control date
registerControlResultDialog.controlResult,Control Result,3,Kontrollergebnis,Résultat du Contrôle,Controleresultaat
registerControlResultDialog.controlResultCode,Control result,1,Kontrollergebnis,Résultat du Contrôle,Controleresultaat
registerControlResultDialog.controlledBy,Controlled by,1,Controlled by,Controlled by,Controlled by
registerControlResultDialog.conveyanceReferenceNumber,Conveyance reference number,1,Conveyance reference number,Conveyance reference number,Conveyance reference number
registerControlResultDialog.country,Country,6,Country,Country,Country
registerControlResultDialog.countryOfDestination,Country of destination,1,Country of destination,Country of destination,Country of destination
registerControlResultDialog.countryOfDispatch,Country of dispatch,1,Country of dispatch,Country of dispatch,Country of dispatch
registerControlResultDialog.countryOfRoutingConsignment,Country of routing consignment,1,Country of routing consignment,Country of routing consignment,Country of routing consignment
registerControlResultDialog.createConsignment,Create consignment,1,Create consignment,Create consignment,Create consignment
registerControlResultDialog.cusCode,CUS code,1,CUS code,CUS code,CUS code
registerControlResultDialog.customsOfficeAtBorderReferenceNumber,Customs office at border reference number,1,Customs office at border reference number,Customs office at border reference number,Customs office at border reference number
registerControlResultDialog.dangerousGoods,Dangerous goods,1,Dangerous goods,Dangerous goods,Dangerous goods
registerControlResultDialog.declarationGoodsItemNumber,Declaration goods item number,2,Declaration goods item number,Declaration goods item number,Declaration goods item number
registerControlResultDialog.declarationType,Declaration type,1,Declaration type,Declaration type,Declaration type
registerControlResultDialog.deleteConsignment,Delete consignment,1,Delete consignment,Delete consignment,Delete consignment
registerControlResultDialog.departureTransportMeans,Departure transport means,2,Departure transport means,Departure transport means,Departure transport means
registerControlResultDialog.descriptionOfGoods,Description of goods,1,Description of goods,Description of goods,Description of goods
registerControlResultDialog.firstCreateConsignment,You must first create a consignment.,1,You must first create a consignment.,You must first create a consignment.,You must first create a consignment.
registerControlResultDialog.goodsItemNumber,Goods item number,1,Goods item number,Goods item number,Goods item number
registerControlResultDialog.goodsMeasure,Goods Measure,1,Goods Measure,Goods Measure,Goods Measure
registerControlResultDialog.goodsReferences,Goods references,1,Goods references,Goods references,Goods references
registerControlResultDialog.grossMass,Gross mass,3,Gross mass,Gross mass,Gross mass
registerControlResultDialog.harmonizedSystemSubHeadingCode,Harmonized System Sub Heading Code,1,Harmonized System Sub Heading Code,Harmonized System Sub Heading Code,Harmonized System Sub Heading Code
registerControlResultDialog.hotpDecision,Holder of transit procedure decision on proposed revision,1,Entscheidung des Inhabers des Versandverfahrens über den Änderungsvorschlag,Décision du titulaire du régime du transit à la proposition de révision,Besluit van de houder van de transitregeling over het herzieningsvoorstel
registerControlResultDialog.houseConsignment,House consignment,0,House consignment,House consignment,House consignment
registerControlResultDialog.identificationNumber,Identification number,2,Identification number,Identification number,Identification number
registerControlResultDialog.identifier,Identifier,1,Identifier,Identifier,Identifier
registerControlResultDialog.inlandModeOfTransport,Inland mode of transport,0,Inland mode of transport,Inland mode of transport,Inland mode of transport
registerControlResultDialog.loadConsignment,Load copy of consignment,1,Load copy of consignment,Load copy of consignment,Load copy of consignment
registerControlResultDialog.location,Location,2,Location,Location,Location
registerControlResultDialog.modeOfTransportAtTheBorder,Mode of transport at the border,0,Mode of transport at the border,Mode of transport at the border,Mode of transport at the border
registerControlResultDialog.nationality,Nationality,2,Nationality,Nationality,Nationality
registerControlResultDialog.netMass,Net mass,1,Net mass,Net mass,Net mass
registerControlResultDialog.numberOfPackages,Number of packages,1,Number of packages,Number of packages,Number of packages
registerControlResultDialog.numberOfSeals,Number of seals,1,Number of seals,Number of seals,Number of seals
registerControlResultDialog.otherThingsToReport,Other things to report,2,Other things to report,Other things to report,Other things to report
registerControlResultDialog.packaging,Packaging,1,Packaging,Packaging,Packaging
registerControlResultDialog.referenceNumber,Reference number,6,Reference number,Reference number,Reference number
registerControlResultDialog.referenceNumberUCR,Reference number UCR,3,Reference number UCR,Reference number UCR,Reference number UCR
registerControlResultDialog.registerControlResultDialog,Register control result dialog,0,Register control result dialog,Register control result dialog,Register control result dialog
registerControlResultDialog.remark,Remark,2,Remark,Remark,Remark
registerControlResultDialog.seal,Seal,1,Seal,Seal,Seal
registerControlResultDialog.securityIndicatorFromExportDeclaration,Security indicator from export declaration,1,Security indicator from export declaration,Security indicator from export declaration,Security indicator from export declaration
registerControlResultDialog.shippingMarks,Shipping marks,1,Shipping marks,Shipping marks,Shipping marks
registerControlResultDialog.stateOfSeals,State of seals,2,State of seals,State of seals,State of seals
registerControlResultDialog.supportingDocument,Supporting document,3,Supporting document,Supporting document,Supporting document
registerControlResultDialog.text,Text,2,Text,Text,Text
registerControlResultDialog.tirCarnetNumber,Tir carnet number,2,Tir carnet number,Tir carnet number,Tir carnet number
registerControlResultDialog.transportDocument,Transport document,3,Transport document,Transport document,Transport document
registerControlResultDialog.transportEquipment,Transport equipment,1,Transport equipment,Transport equipment,Transport equipment
registerControlResultDialog.type,Type,6,Type,Type,Type
registerControlResultDialog.typeOfIdentification,Type of identification,2,Type of identification,Type of identification,Type of identification
registerControlResultDialog.typeOfIdentificationNumber,Type of identification number,1,Type of identification number,Type of identification number,Type of identification number
registerControlResultDialog.typeOfPackage,Type of package,1,Type of package,Type of package,Type of package
registerControlResultDialog.unNumber,unNumber,1,unNumber,unNumber,unNumber
registerControlResultDialog.unlocode,UN LOCODE,2,UN LOCODE,UN LOCODE,UN LOCODE
releaseForTransit.decideOnReleaseForTransit,Decide on release for transit,2,Decide on release for transit,Decide on release for transit,Decide on release for transit
releaseForTransit.menuActionButton,Decide on release for transit,1,Decide on release for transit,Decide on release for transit,Decide on release for transit
releaseForTransit.modal.noReleaseMotivation,no release motivation,8,no release motivation,no release motivation,no release motivation
releaseForTransit.modal.noReleaseMotivationCaption,Please select a valid reason,2,Please select a valid reason,Please select a valid reason,Please select a valid reason
releaseForTransit.modal.noReleaseMotivationText,no release motivation text,2,no release motivation text,no release motivation text,no release motivation text
releaseForTransit.modal.noReleaseMotivationTitle,Motivation for not releasing transit,2,Motivation für die Nichtfreigabe des Transits,Motivation pour la non libération du transit,Motivatie om het openbaar vervoer niet vrij te geven
releaseForTransit.noRelease,no release,0,no release,no release,no release
releaseForTransit.postpone,postpone,0,postpone,postpone,postpone
releaseForTransit.release,release,0,release,release,release
releaseForTransit.selectDecideOnReleaseAction,Please select an action,2,Please select an action,Please select an action,Please select an action
releaseMovement.arrivalDateRange,Arrival date range,1,Ankunftszeitraum,Plage de date d'arrivée,Aankomstdatumbereik
releaseMovement.errorContainer.message,Errors will only be rectified after the resubmission of the form.,0,Errors will only be rectified after the resubmission of the form.,Errors will only be rectified after the resubmission of the form.,Errors will only be rectified after the resubmission of the form.
releaseMovement.errorContainer.title,"{{number}} errors found. Kindly check, rectify and resubmit.",0,"{{number}} errors found. Kindly check, rectify and resubmit.","{{number}} errors found. Kindly check, rectify and resubmit.","{{number}} errors found. Kindly check, rectify and resubmit."
releaseMovement.errorDialog.description,{{number}} errors found.,1,{{number}} errors found.,{{number}} errors found.,{{number}} errors found.
releaseMovement.errorDialog.message,"Release a movement for transit could not be preformed because {{number}} errors were found. Kindly check, rectify and resubmit again. Errors will only be rectified after the resubmission of the form. ",1,"Release a movement for transit could not be preformed because {{number}} errors were found. Kindly check, rectify and resubmit again. Errors will only be rectified after the resubmission of the form. ","Release a movement for transit could not be preformed because {{number}} errors were found. Kindly check, rectify and resubmit again. Errors will only be rectified after the resubmission of the form. ","Release a movement for transit could not be preformed because {{number}} errors were found. Kindly check, rectify and resubmit again. Errors will only be rectified after the resubmission of the form. "
releaseMovement.errorDialog.title,Please review and correct errors,1,Please review and correct errors,Please review and correct errors,Please review and correct errors
releaseMovement.errors.atLeastOneContainerIdentification,Please add at least one container identification,0,Please add at least one container identification,Please add at least one container identification,Please add at least one container identification
releaseMovement.errors.atLeastOneDepartureTransport,Please add at least one departure transport means,0,Please add at least one departure transport means,Please add at least one departure transport means,Please add at least one departure transport means
releaseMovement.errors.atLeastOneSeal,Please add at least one seal,0,Please add at least one seal,Please add at least one seal,Please add at least one seal
releaseMovement.errors.expectedArrivalDate,Please enter an expected arrival date within the proposed arrival date range.,1,Bitte geben Sie ein voraussichtliches Ankunftsdatum innerhalb des vorgeschlagenen Ankunftszeitraums ein.,Veuillez introduire une date d'arrivée prévue dans la plage de date d'arrivée proposée.,Gelieve een verwachte aankomst datum in te geven die binnen het voorgestelde aankomstdatumbereik ligt.
